b'[3301000, 3300000, 3100000, 3000000, 2800000, 2700000, 2500000, 2400000, 2200000, 2100000, 1900000, 1800000, 1600000, 1500000, 1300000, 1200000]'
b"[u'conservative', u'ondemand', u'userspace', u'powersave', u'performance', u'schedutil']"
b'acpi-cpufreq'
<class 'int'>
[3301000, 3300000, 4.6860504150390625, 5.118846893310547, 4.321098327636719, 0.7977485656738281, 0.027419207897170682]
[3301000, 3100000, 4.759888648986816, 5.124092102050781, 4.434108734130859, 0.6899833679199219, 0.03011215136046844]
[3301000, 3000000, 4.781057834625244, 5.134105682373047, 4.464149475097656, 0.6699562072753906, 0.02970164693941773]
[3301000, 2800000, 4.689369201660156, 5.1746368408203125, 4.370212554931641, 0.8044242858886719, 0.029476840498668135]
[3301000, 2700000, 4.694821834564209, 4.958391189575195, 4.225969314575195, 0.732421875, 0.028294207213302305]
[3301000, 2500000, 4.727487564086914, 5.057811737060547, 4.316091537475586, 0.7417201995849609, 0.02657533923341237]
[3301000, 2400000, 4.753131866455078, 4.991769790649414, 4.424095153808594, 0.5676746368408203, 0.023939967014117904]
[3301000, 2200000, 4.679515361785889, 5.01561164855957, 4.424095153808594, 0.5915164947509766, 0.027305390079152714]
[3301000, 2100000, 4.748055934906006, 4.990339279174805, 4.471540451049805, 0.518798828125, 0.025966631931351538]
[3301000, 1900000, 4.705080986022949, 5.064964294433594, 4.516363143920898, 0.5486011505126953, 0.022192793065878208]
[3301000, 1800000, 4.7208380699157715, 4.9800872802734375, 4.4002532958984375, 0.579833984375, 0.02007680416289402]
[3301000, 1600000, 4.811739921569824, 5.013227462768555, 4.5070648193359375, 0.5061626434326172, 0.020067349038769756]
[3301000, 1500000, 4.761497974395752, 5.031347274780273, 4.387855529785156, 0.6434917449951172, 0.020974714392594608]
[3301000, 1300000, 4.768152236938477, 5.012750625610352, 4.540920257568359, 0.4718303680419922, 0.02121614428221816]
[3301000, 1200000, 4.754655361175537, 5.057334899902344, 4.392385482788086, 0.6649494171142578, 0.02517599353914228]
[3300000, 3301000, 4.712128639221191, 4.918813705444336, 4.452228546142578, 0.4665851593017578, 0.020519811094370788]
[3300000, 3100000, 4.685370922088623, 4.900217056274414, 4.47845458984375, 0.42176246643066406, 0.01894199617982023]
